id,text,polite
464704,"I'm attempting to be incisive, and the articles integrity hasn't been disrupted. Therefore i see no reason why you chose to comment unless you felt that ive wiped out important information?",0
2287,@DADU What changes do you want to make on that HTML string? Can you give some examples?,1
941,"@Monish If you don't know how to implement modes of operation, you shouldn't be implementing your own crypto code. Why not use an existing library, like KeyCzar?",0
437,Are you sure you are getting the error on that line? What line are you trying to access the array on?,1
6543,Very good! Thanks. So in UK terms rumb and eye of round have the same characteristics and both can be used as an example of a (well known) tough piece of meat requiring more work?,1
463085,"Thank you that clarifies matters. Has the image been listed for deletion on commons, or should I do so?",1
179068,now???,0
465060,"Hey just wanted to say thanks for giving me the Autopatrolled thing! Just curious though, what did I do to get it?",1
6026,"""Too localized?""  How does that apply to this question?",1
880,"This cannot be the *only* relevant parts of your code, because this compiles fine.  Are you sure that the error message really corresponds to the lines you've shown here?",0
4664,"I don't understand what you mean by ""random oracles, which are non-recursive sets."" Do you mean that a random oracle is non-recursive with probability 1?",1
160921,Interesting. May I venture to enquire why?,1
3541,One idea: don't. Why do you think you need to do this?,0
4660,"I can't quite parse your definition of BestE. M and x are sitting outside of their quantification... also, don't you want $M$ to reject inputs which are not in $L$?",0
144044,<url>. Or is it just me?,0
3699,"Your title says ""sorted array"", but you ask about a BST in your question? Is this homework?",0
5821,"But still, what do you want to measure with CV and in what purpose? To get a cutoff of attribute number?",1
2965,I try to sort the array firstly with O(nlogn) and then find the minimal window with O(n). I just wonder is there a better method?,1
62073,Fatwa?  What is that?,0
6533,How hot was your oven? did you glaze the pastry prior to baking?,0
489419,"I was just now leaving a note on Ruhrfisch's talk page, and noticed that you'd left a note there.  I wrote about the <url> the other day, the first time that I've ever created an NRHP article: would you be willing to check it, and to add to the infobox if there's something that can easily be added?",1
2247,scheme is pretty easy to debug. What step does the stepper stop you at?,1
4647,It might be useful to clarify the meaning of “good” in the title of the question.  What is wrong with using BNF to describe a DCFL?,1
833,Not reproducible. What is `EnvironTypes`?,0
6577,"how to use drush? or database?
please help me more...?",0
228889,"Good point for the text, but can I also add the photos? They seem to be out of copyright, but maybe not?",1
4487,"Dear @sb1, it's all great but could you please answer the main question - in non-engineering terms that often already suppose an answer without asking why - whether the energy just disappears in the form of electromagnetic waves and how much? How much do we have to try to ""catch it"" by surrounding the circuit?",0
509068,"The text of your warning <url> made me smile. Did you really think that if China got a new Prime Minister as of today, and a female one at that, it wouldn't be all over the news, and the link to this person would be red?",0
115921,"Serouj, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?",0
5728,Interesting question. I wonder if there might be a difference between fresh and dried pasta?,1
5998,"I wonder what difference it will make to your prompt? A few milliseconds cannot cause problems, can they?",0
2417,"What environment are you developing under? OS X, Linux or Windows?",1
818,Why do you want to use those? What are you trying to do?,0
3641,"Why are you hashing these values? In other words, are you using the hash to speed lookups (as in a hash table) or are you trying to create an almost-unique digest value for each?",0
5771,Do we have any Wikipedia regulars here who could perhaps advertise this thread at http://en.wikipedia.org/wiki/Talk:List_of_unsolved_problems_in_computer_science ? Or would it be a bad idea?,0
149992,"Hi, sorry I think I'm missing something here. Why are you adding a red link to the vandalism page?",0
164053,"Hey, I reverted your edits on recognition because the statements were already relayed in footnotes, which I hadn't realised when you brought it up on the talk page. Did you want to move the statements to the main text?",1
